,Am,Ba,EE,Ex,Op,Pl,Sr,sr,Za,
OG5_164454,0,135,0,1,0,0,0,0,0,
OG5_132668,0,2,0,0,7,1,21,0,0,
OG5_157797,0,69,0,0,0,0,0,0,0,
OG5_164910,0,30,0,0,0,0,0,0,0,
OG5_171017,0,6,1,0,3,0,0,0,15,
OG5_155491,0,8,3,0,0,8,4,0,19,
OG5_147345,0,117,0,0,1,0,16,0,0,
OG5_176891,0,8,0,0,0,0,0,0,0,
OG5_163213,0,51,0,0,0,0,0,0,0,
OG5_160547,0,23,0,0,0,0,0,0,0,
OG5_155059,0,13,0,0,0,0,0,0,17,
OG5_164496,0,105,0,0,0,8,1,0,0,
OG5_138592,0,19,0,0,2,0,2,0,0,
OG5_130129,0,128,11,1,15,14,88,0,0,
OG5_157646,0,51,10,0,5,11,18,0,0,
OG5_175669,0,27,0,0,0,0,3,0,0,
OG5_170953,0,11,0,0,0,0,0,0,14,
OG5_148097,0,1,0,3,0,0,0,0,0,
OG5_156347,0,16,0,0,1,8,1,0,0,
OG5_163190,0,12,0,0,0,2,0,0,25,
OG5_141341,0,1,5,0,1,18,24,0,0,
OG5_149760,0,8,2,0,1,1,5,0,6,
OG5_170980,0,25,0,0,0,0,6,0,0,
OG5_171446,0,24,2,0,1,0,2,0,5,
OG5_143053,0,5,0,0,0,8,5,0,0,
OG5_136946,0,68,0,0,1,8,2,0,6,
OG5_161644,0,31,0,0,0,0,0,0,0,
OG5_136917,0,36,0,0,3,0,0,0,0,
OG5_141627,0,4,1,1,0,8,2,0,0,
OG5_168171,0,15,0,0,0,4,5,0,0,
OG5_163665,0,1,0,0,0,6,0,0,0,
OG5_171160,0,25,4,2,0,4,10,0,0,
OG5_149822,0,29,0,1,0,0,1,0,0,
OG5_159009,0,5,0,0,0,0,0,0,4,
OG5_130422,0,3,13,0,5,1,4,0,0,
OG5_178669,0,12,11,2,0,5,12,0,0,
OG5_163579,0,2,0,0,1,0,0,0,0,
OG5_156582,0,6,0,0,0,16,0,0,0,
OG5_147287,0,14,0,0,0,18,2,0,0,
OG5_139830,0,1,0,0,0,0,0,0,0,
OG5_144441,0,8,0,0,0,1,3,0,0,
OG5_179270,0,17,0,0,0,0,0,0,0,
OG5_170982,0,5,0,0,0,0,0,0,0,
OG5_152730,0,3,0,0,1,0,0,0,9,
OG5_142838,0,2,0,0,7,1,3,0,8,
OG5_152559,0,1,0,1,0,0,5,0,2,
OG5_172391,0,98,10,0,0,9,8,0,0,
OG5_132913,0,172,0,0,0,1,1,0,69,
OG5_157227,0,23,0,0,0,0,1,0,5,
OG5_142676,0,48,0,0,0,0,0,0,0,
OG5_142679,0,12,3,1,0,13,10,0,0,
OG5_157794,0,15,0,0,0,0,0,0,0,
OG5_156698,0,38,1,0,0,1,4,0,0,
OG5_166309,0,11,0,0,0,0,20,0,0,
OG5_133587,0,2,1,4,0,2,9,0,0,
OG5_164056,0,33,0,0,0,0,0,0,0,
OG5_144857,0,2,5,3,2,1,16,0,0,
OG5_134809,0,18,0,0,13,0,26,0,0,
OG5_168357,0,8,0,0,0,0,22,0,0,
OG5_168327,0,24,0,0,0,0,0,0,0,
OG5_150485,0,38,0,0,0,0,0,0,0,
OG5_160429,0,8,13,0,0,23,38,0,0,
OG5_150652,0,20,0,0,0,0,0,0,0,
OG5_143289,0,2,1,0,0,1,1,0,0,
OG5_171046,0,13,0,0,0,0,0,0,0,
OG5_147526,0,47,0,0,1,0,0,0,0,
OG5_163261,0,22,0,0,0,4,2,0,1,
OG5_153667,0,22,0,0,0,0,0,0,0,
OG5_137229,0,3,1,1,4,4,15,0,0,
OG5_135822,0,78,9,0,0,16,17,0,0,
OG5_171054,0,13,0,0,0,0,0,0,0,
OG5_131093,0,2,1,0,10,2,19,0,0,
OG5_139557,0,33,4,0,0,16,15,0,0,
OG5_153430,0,34,6,0,1,22,28,0,0,
OG5_170222,0,10,0,1,0,5,3,0,0,
OG5_134038,0,2,0,0,2,0,0,0,0,
OG5_177045,0,1,0,0,0,0,0,0,2,
OG5_158950,0,8,0,0,0,0,0,0,0,
OG5_135187,0,18,0,2,0,0,0,0,0,
OG5_171004,0,37,0,0,0,0,0,0,0,
OG5_146397,0,103,11,1,0,16,18,0,0,
OG5_150312,0,28,16,0,0,16,11,0,0,
OG5_150224,0,101,0,0,0,13,1,0,4,
OG5_141387,0,57,0,0,0,0,0,0,0,
OG5_147149,0,99,8,2,0,19,28,0,0,
OG5_170675,0,94,4,0,0,4,4,0,0,
OG5_159186,0,63,23,2,0,30,73,0,0,
OG5_164717,0,100,0,0,0,7,1,0,0,
OG5_152555,0,102,0,0,0,10,0,0,0,
OG5_147281,0,92,24,2,1,43,92,0,0,
OG5_147197,0,92,5,0,0,11,21,0,0,
OG5_140077,0,93,14,2,0,33,37,0,0,
OG5_155310,0,95,0,0,8,0,1,0,0,
OG5_157649,0,91,3,0,0,8,11,0,0,
OG5_157648,0,96,1,1,0,13,31,0,0,
OG5_153304,0,92,0,0,0,7,1,0,0,
OG5_146736,0,100,11,0,5,11,25,0,0,
OG5_144980,0,94,19,2,0,40,78,0,0,
OG5_147294,0,72,0,0,2,12,2,0,0,
OG5_165864,0,102,4,0,0,3,1,0,0,
OG5_165869,0,97,0,0,0,17,2,0,0,
OG5_144977,0,94,12,0,0,37,52,0,0,
OG5_144976,0,94,24,2,0,18,78,0,0,
OG5_153172,0,84,9,0,0,18,6,0,0,
OG5_160691,0,96,6,0,0,9,2,0,0,
OG5_144998,0,78,0,0,0,11,0,0,0,
OG5_147266,0,78,22,0,0,22,74,0,0,
OG5_147265,0,97,14,1,0,30,55,0,0,
OG5_144993,0,96,27,2,0,43,88,0,0,
OG5_140501,0,55,0,0,0,10,0,0,0,
OG5_140506,0,97,21,2,0,34,59,0,0,
OG5_165873,0,101,0,0,0,13,23,0,0,
OG5_165872,0,98,0,0,0,11,6,0,0,
OG5_164693,0,56,2,0,0,8,16,0,0,
OG5_170113,0,101,0,0,0,6,1,0,0,
OG5_140466,0,56,0,0,0,6,0,0,0,
OG5_137068,0,130,4,0,0,10,11,0,0,
OG5_147313,0,93,0,1,0,11,1,0,0,
OG5_147317,0,94,15,0,0,19,58,0,0,
OG5_171675,0,99,0,0,0,7,13,0,0,
OG5_132306,0,85,6,1,13,35,37,0,0,
OG5_140468,0,102,26,0,0,36,46,0,0,
OG5_166829,0,94,14,0,0,10,57,0,0,
OG5_146694,0,70,12,0,1,27,35,0,0,
OG5_151231,0,95,1,0,0,13,16,0,0,
OG5_139540,0,93,1,2,1,48,53,0,0,
OG5_156051,0,98,2,1,0,11,23,0,0,
OG5_144981,0,94,2,0,0,20,9,0,0,
OG5_147303,0,96,11,0,0,28,24,0,0,
OG5_147302,0,88,26,2,0,32,82,0,0,
OG5_147305,0,34,23,1,0,30,75,0,0,
OG5_172374,0,96,18,0,0,6,8,0,0,
OG5_172392,0,88,0,0,0,15,9,0,0,
OG5_172393,0,94,7,1,0,20,50,0,0,
OG5_172394,0,96,3,0,0,15,32,0,0,
OG5_150248,0,44,1,0,0,14,0,0,0,
OG5_145006,0,92,15,2,0,22,75,0,0,
OG5_145000,0,92,0,0,0,14,1,0,0,
OG5_145009,0,74,6,2,0,26,22,0,0,
OG5_141320,0,112,0,0,0,24,10,0,0,
OG5_141695,0,93,26,2,0,23,96,0,0,
OG5_147251,0,76,0,0,0,12,1,0,0,
OG5_156551,0,51,11,0,0,20,22,0,0,
OG5_172388,0,91,21,0,0,15,32,0,0,
OG5_172382,0,106,0,0,0,3,0,0,0,
OG5_172384,0,100,3,0,0,10,2,0,0,
OG5_141555,0,96,7,0,0,9,34,0,0,
OG5_145015,0,99,18,0,0,24,79,0,0,
OG5_170894,0,53,0,0,0,9,1,0,0,
OG5_133450,0,25,0,0,7,0,0,0,1,
OG5_144897,0,97,1,0,0,10,8,0,0,
OG5_139567,0,87,0,0,0,21,5,0,0,
OG5_153283,0,57,5,1,0,17,29,0,0,
OG5_165119,0,63,1,0,1,0,1,0,1,
OG5_170390,0,81,0,0,0,8,1,0,0,
OG5_144823,0,94,0,0,0,34,13,0,25,
OG5_143146,0,98,20,0,0,22,72,0,0,
OG5_147136,0,93,1,0,0,11,1,0,0,
OG5_147137,0,30,2,0,0,27,23,0,0,
OG5_181189,0,96,0,1,0,4,0,0,0,
OG5_140491,0,91,26,1,0,23,70,0,0,
OG5_158039,0,90,0,0,0,4,10,0,0,
OG5_164340,0,95,0,0,0,6,1,0,0,
OG5_143133,0,90,12,0,0,26,69,0,0,
OG5_150381,0,87,9,0,0,18,1,0,0,
OG5_141681,0,92,19,0,0,31,61,0,0,
OG5_167593,0,27,0,1,0,0,0,0,0,
OG5_156566,0,99,1,0,0,12,1,0,0,
OG5_143129,0,50,1,0,0,11,0,0,0,
OG5_141690,0,88,25,0,0,15,49,0,0,
OG5_153251,0,97,0,0,0,9,1,0,0,
OG5_153414,0,86,7,0,0,12,34,0,0,
OG5_170635,0,64,0,0,0,8,0,0,0,
OG5_144900,0,95,0,0,0,13,2,0,0,
OG5_144909,0,77,1,0,0,34,10,0,0,
OG5_143111,0,46,20,0,0,26,59,0,0,
OG5_143116,0,95,4,0,0,38,20,0,0,
OG5_143119,0,95,16,0,0,27,48,0,0,
OG5_143068,0,98,22,1,0,22,67,0,0,
OG5_141647,0,94,7,2,0,43,56,0,0,
OG5_153406,0,87,0,1,0,23,4,0,0,
OG5_138094,0,132,0,0,0,12,10,0,0,
OG5_152367,0,99,0,0,0,0,1,0,0,
OG5_156589,0,94,2,0,0,7,1,0,0,
OG5_170911,0,81,0,0,0,5,0,0,0,
OG5_151230,0,98,3,1,1,41,66,0,0,
OG5_139397,0,94,15,0,0,23,51,0,0,
OG5_146609,0,109,0,2,0,17,26,0,15,
OG5_149392,0,86,0,0,0,11,33,0,0,
OG5_150299,0,79,11,0,0,7,13,0,3,
OG5_175684,0,85,8,0,0,6,23,0,0,
OG5_145026,0,37,11,1,0,21,40,0,0,
OG5_149273,0,81,0,0,0,11,9,0,0,
OG5_175941,0,65,1,0,1,0,0,0,0,
OG5_164050,0,8,0,0,1,0,0,0,3,
OG5_137939,0,44,21,2,12,0,89,0,0,
OG5_165992,0,55,11,0,0,21,50,0,0,
OG5_147282,0,85,5,1,0,13,17,0,0,
OG5_180830,0,49,0,0,0,5,8,0,0,
OG5_137466,0,131,3,0,1,7,2,0,0,
OG5_139530,0,86,6,0,1,23,17,0,0,
OG5_147274,0,47,15,0,0,23,55,0,0,
OG5_139498,0,23,24,1,0,39,69,0,0,
OG5_153375,0,48,11,0,1,20,1,0,0,
OG5_142175,0,3,3,3,1,8,28,0,0,
OG5_161369,0,26,0,0,0,20,17,0,0,
OG5_139176,0,50,25,0,0,25,48,0,0,
OG5_178557,0,63,0,0,0,0,0,0,0,
OG5_147252,0,28,0,0,0,0,2,0,0,
OG5_155708,0,43,10,0,0,16,42,0,0,
OG5_141691,0,65,16,0,0,19,37,0,0,
OG5_147237,0,56,25,0,0,26,51,0,0,
OG5_143049,0,97,10,0,0,23,30,0,0,
OG5_170746,0,69,0,0,0,8,0,0,0,
OG5_153407,0,63,9,1,0,26,39,0,0,
OG5_145732,0,98,24,0,0,28,70,0,0,
OG5_181659,0,55,2,1,0,6,4,0,16,
OG5_153288,0,35,1,0,0,21,0,0,0,
OG5_146742,0,71,0,0,2,0,4,0,0,
OG5_156616,0,27,6,0,0,13,2,0,0,
OG5_147290,0,20,27,0,0,43,75,0,0,
OG5_137529,0,2,0,0,0,6,2,0,0,
OG5_140500,0,22,28,2,0,27,82,0,0,
OG5_164687,0,55,12,0,0,16,34,0,0,
OG5_136213,0,9,0,0,0,6,0,0,0,
OG5_161370,0,32,4,0,0,14,1,0,0,
OG5_173601,0,31,2,0,0,10,54,0,0,
OG5_160453,0,61,0,0,0,0,0,0,0,
OG5_156636,0,32,6,0,0,10,19,0,0,
OG5_153460,0,73,1,0,1,0,1,0,0,
OG5_150328,0,7,5,0,0,20,34,0,0,
OG5_139574,0,17,15,0,0,23,38,0,0,
OG5_150387,0,10,12,1,0,19,47,0,0,
OG5_140438,0,19,16,0,0,16,54,0,0,
OG5_142830,0,45,28,0,0,33,31,0,0,
OG5_179273,0,1,0,0,0,0,0,0,0,
OG5_140469,0,14,17,1,0,21,46,0,0,
OG5_149797,0,19,1,0,0,14,17,0,0,
OG5_136253,0,2,0,0,1,0,11,0,0,
OG5_164738,0,4,0,0,0,8,0,0,0,
OG5_140433,0,7,1,0,0,21,1,0,0,
OG5_137539,0,7,16,1,0,28,39,0,0,
OG5_150379,0,2,24,2,0,28,51,0,0,
OG5_141470,0,31,6,0,0,2,44,0,0,
OG5_150286,0,6,0,0,0,11,0,0,0,
OG5_150235,0,16,11,1,0,24,30,0,0,
OG5_153399,0,6,3,0,0,28,25,0,0,
OG5_146654,0,9,4,0,0,0,0,0,6,
OG5_144949,0,16,6,2,0,10,24,0,0,
OG5_141614,0,3,1,0,0,14,1,0,0,
OG5_178138,0,7,0,0,0,4,0,0,0,
OG5_150209,0,4,2,0,0,16,12,0,0,
OG5_149435,0,3,0,0,1,0,4,0,0,
OG5_134366,0,2,0,0,8,8,7,0,0,
OG5_158943,0,2,0,1,0,0,0,0,0,
OG5_161978,0,3,8,0,0,24,32,0,0,
OG5_160394,0,9,0,0,0,9,1,0,0,
OG5_172585,0,7,19,0,0,5,50,0,0,
OG5_172581,0,3,0,0,0,7,3,0,0,
OG5_147257,0,9,6,0,0,29,25,0,0,
OG5_153386,0,1,0,0,0,9,0,0,0,
OG5_170101,0,3,0,0,0,1,1,0,0,
OG5_168654,0,18,0,0,0,0,0,0,0,
OG5_150311,0,11,14,2,0,41,50,0,0,
OG5_181610,0,11,0,1,0,1,6,0,25,
OG5_130192,0,6,0,0,4,0,4,0,0,
OG5_160686,0,3,0,0,0,0,0,0,0,
OG5_156662,0,9,0,0,0,12,1,0,0,
OG5_154320,0,5,11,0,0,17,31,0,0,
OG5_150327,0,6,23,1,0,28,68,0,0,
OG5_152962,0,6,0,0,0,12,0,0,0,
OG5_133698,0,1,5,8,14,1,5,0,0,
OG5_156440,0,8,0,0,0,8,0,0,0,
OG5_171013,0,26,0,1,0,4,1,0,1,
OG5_141322,0,8,4,1,3,11,38,0,1,
OG5_132663,0,1,0,0,10,3,32,0,0,
OG5_178467,0,24,0,0,0,0,0,0,0,
OG5_146657,0,33,0,1,1,9,3,0,0,
OG5_150476,0,4,0,0,0,0,1,0,8,
OG5_141617,0,14,11,0,0,16,24,0,0,
OG5_160366,0,10,0,0,0,5,0,0,0,
OG5_140064,0,9,10,0,0,32,51,0,0,
OG5_141929,0,3,0,0,4,0,0,0,0,
OG5_168743,0,4,0,0,0,6,0,0,0,
OG5_144982,0,50,0,0,1,0,0,0,0,
OG5_178473,0,13,0,0,0,0,0,0,0,
OG5_164871,0,46,0,0,0,0,0,0,0,
OG5_140465,0,15,1,0,0,0,1,0,0,
OG5_138096,0,83,0,0,0,0,0,0,0,
OG5_153476,0,48,0,0,0,0,0,0,0,
OG5_171048,0,37,0,0,0,1,0,0,0,
OG5_156191,0,36,0,0,0,0,0,0,0,
OG5_143168,0,75,0,0,1,0,0,0,0,
OG5_164805,0,10,0,0,0,0,0,0,12,
OG5_145043,0,57,0,0,1,0,0,0,0,
OG5_156535,0,47,0,0,0,0,0,0,0,
OG5_162956,0,3,0,1,3,2,8,0,0,
OG5_152085,0,2,0,0,0,0,2,0,0,
OG5_150414,0,1,0,0,0,18,6,0,0,
OG5_147230,0,3,0,0,0,9,2,0,0,
OG5_164804,0,25,0,0,0,0,0,0,0,
OG5_149717,0,36,0,0,0,0,3,0,0,
OG5_161838,0,6,0,4,0,0,0,0,0,
OG5_158944,0,28,0,0,0,0,0,0,0,
OG5_176920,0,2,0,0,0,0,0,0,0,
OG5_165097,0,10,0,0,0,0,2,0,0,
OG5_170987,0,4,0,0,0,0,0,0,0,
OG5_165126,0,7,0,0,0,0,0,0,0,
OG5_170416,0,3,0,0,1,5,3,0,0,
OG5_160451,0,12,0,0,0,0,0,0,0,
OG5_170947,0,18,0,0,0,0,0,0,0,
OG5_133275,0,13,2,0,9,0,36,0,0,
OG5_147379,0,14,0,0,0,0,0,0,0,
OG5_178599,0,10,0,0,1,0,2,0,2,
OG5_163407,0,4,0,0,1,0,0,0,0,
OG5_150404,0,55,0,0,1,0,0,0,0,
OG5_152123,0,21,2,0,6,0,0,0,0,
OG5_178018,0,1,1,0,0,4,2,0,0,
OG5_144636,0,4,2,2,0,10,13,0,0,
OG5_149963,0,1,1,0,2,0,8,0,0,
OG5_156646,0,1,11,0,0,18,6,0,0,
OG5_160689,0,1,3,0,0,0,8,0,0,
OG5_143091,0,7,0,4,0,1,0,0,0,
OG5_171012,0,3,4,0,1,7,11,0,0,
OG5_185098,0,7,20,0,0,19,53,0,0,
OG5_160534,0,3,0,0,0,0,0,0,0,
OG5_134728,0,3,1,0,3,9,9,0,0,
OG5_164812,0,14,2,0,0,0,21,0,0,
OG5_131132,0,1,0,0,7,0,2,0,0,
OG5_145170,0,49,0,0,0,0,0,0,0,
OG5_153427,0,2,13,0,0,32,46,0,0,
OG5_168666,0,16,0,0,0,0,1,0,0,
OG5_139044,0,1,7,0,8,7,16,0,0,
OG5_161534,0,3,0,0,0,0,0,0,0,
OG5_177465,0,4,1,0,0,3,0,0,0,
OG5_156635,0,1,3,0,0,18,28,0,0,
OG5_172735,0,2,0,0,0,2,0,0,0,
OG5_161855,0,1,0,1,0,0,4,0,0,
OG5_129114,0,22,0,0,2,0,0,0,1,
OG5_178133,0,22,0,0,0,0,0,0,0,
OG5_150500,0,21,0,0,0,0,1,0,2,
OG5_158981,0,3,0,0,0,0,0,0,0,
OG5_138842,0,11,0,0,0,0,0,0,0,
OG5_172637,0,8,0,0,0,0,0,0,32,
OG5_145176,0,20,0,0,0,0,0,0,0,
OG5_169392,0,12,0,0,1,0,0,0,0,
OG5_150094,0,5,0,0,0,0,0,0,2,
OG5_178655,0,6,0,0,0,0,0,0,0,
OG5_178683,0,2,0,0,0,0,0,0,0,
OG5_152579,0,2,0,2,0,0,0,0,5,
OG5_171109,0,22,0,0,1,0,0,0,0,
OG5_175433,0,4,0,0,0,0,0,0,0,
OG5_168790,0,22,0,0,0,0,0,0,0,
OG5_144822,0,13,0,0,1,0,0,0,0,
OG5_153497,0,29,0,0,0,3,0,0,0,
OG5_141740,0,7,0,0,0,0,3,0,4,
OG5_178741,0,11,0,0,0,0,0,0,0,
OG5_164944,0,24,0,0,0,0,0,0,0,
OG5_157668,0,6,1,0,0,5,3,0,0,
OG5_169789,0,5,0,0,0,0,0,0,23,
OG5_141633,0,1,0,0,0,16,1,0,3,
OG5_164909,0,21,0,0,0,0,0,0,0,
OG5_178199,0,1,0,0,0,6,0,0,0,
OG5_164076,0,2,0,0,0,0,0,0,0,
OG5_138759,0,8,4,1,1,25,37,0,0,
OG5_172048,0,3,0,0,2,0,0,0,0,
OG5_164125,0,2,0,0,1,0,0,0,0,
OG5_150839,0,6,0,2,0,0,1,0,0,
OG5_160522,0,1,0,0,0,0,0,0,0,
OG5_156773,0,12,0,0,0,0,0,0,0,
OG5_164124,0,1,0,0,0,0,1,0,1,
OG5_157667,0,7,0,0,0,0,0,0,0,
OG5_144775,0,1,0,0,0,0,0,0,0,
OG5_141369,0,1,0,0,1,7,0,0,0,
OG5_137650,0,1,0,0,0,0,0,0,0,
OG5_139243,0,1,3,4,0,1,5,0,0,
OG5_134514,0,4,0,0,10,9,3,0,0,
OG5_171107,0,3,0,0,0,0,0,0,0,
OG5_142670,0,3,0,5,0,0,0,0,0,
OG5_171119,0,3,0,0,0,0,0,0,0,
OG5_145805,0,1,1,1,0,0,0,0,1,
OG5_155580,0,32,0,0,0,0,0,0,64,
OG5_163265,0,28,0,0,0,0,0,0,36,
OG5_163327,0,18,0,0,0,0,0,0,33,
OG5_159028,0,9,1,0,0,0,0,0,6,
OG5_146528,0,1,0,1,2,1,4,0,0,
OG5_141289,0,4,10,0,0,39,68,0,0,
OG5_155179,0,1,0,1,0,0,4,0,2,
OG5_141697,0,1,0,4,0,0,10,0,0,
OG5_136403,0,1,10,3,1,0,33,0,0,
OG5_153432,0,4,0,0,0,0,4,0,0,
OG5_142366,0,4,0,0,0,0,0,0,5,
OG5_173171,0,50,0,0,0,0,0,0,0,
OG5_154992,0,1,1,0,5,0,0,0,4,
OG5_144172,0,47,1,0,0,0,4,0,0,
OG5_162017,0,2,0,0,0,0,20,0,0,
OG5_170948,0,7,0,0,1,0,0,0,0,
OG5_141705,0,49,21,1,1,20,70,0,0,
OG5_140571,0,53,0,0,0,0,0,0,0,
OG5_173315,0,1,0,0,0,0,2,0,0,
OG5_130336,0,15,12,0,19,18,33,0,0,
OG5_140427,0,3,0,0,3,0,0,0,0,
OG5_159541,0,6,0,0,4,0,0,0,0,
OG5_147318,0,7,2,0,0,9,7,0,0,
OG5_163202,0,33,0,0,0,0,0,0,0,
OG5_165123,0,17,0,0,0,0,1,0,0,
OG5_170950,0,19,0,0,0,0,0,0,0,
OG5_138419,0,25,12,0,3,18,44,0,0,
OG5_153686,0,18,0,0,0,0,0,0,0,
OG5_144381,0,19,0,0,1,0,0,0,0,
OG5_138693,0,1,2,0,0,0,4,0,6,
OG5_156559,0,19,1,0,1,7,1,0,0,
OG5_155494,0,20,0,0,0,0,0,0,0,
OG5_159383,0,1,0,0,0,0,0,0,0,
OG5_178567,0,4,0,0,0,2,0,0,0,
OG5_164836,0,10,1,0,0,0,0,0,0,
OG5_173713,0,4,0,0,0,0,0,0,0,
OG5_179268,0,2,0,0,0,0,2,0,0,
OG5_150442,0,16,0,0,0,0,0,0,0,
OG5_155026,0,4,2,0,1,0,1,0,0,
OG5_163027,0,7,0,0,0,0,0,0,0,
OG5_147268,0,9,0,0,0,0,0,0,0,
OG5_136752,0,1,0,0,6,0,1,0,0,
OG5_136074,0,5,0,0,3,0,1,0,0,
OG5_146838,0,2,0,0,0,0,0,0,0,
OG5_155638,0,2,0,0,6,0,0,0,1,
OG5_178492,0,3,0,0,0,0,5,0,0,
OG5_161634,0,13,0,0,0,0,0,0,0,
OG5_144031,0,4,7,0,10,5,11,0,0,
OG5_140234,0,7,0,0,2,0,0,0,0,
OG5_171419,0,7,0,0,0,0,0,0,0,
OG5_147563,0,40,4,0,1,8,12,0,0,
OG5_175054,0,5,0,0,0,0,0,0,2,
OG5_164883,0,3,0,0,0,0,0,0,0,
OG5_144218,0,3,0,2,1,0,1,0,0,
OG5_149857,0,7,0,0,0,0,0,0,0,
OG5_182089,0,11,0,0,0,0,0,0,0,
OG5_147272,0,1,25,2,1,33,85,0,0,
OG5_143845,0,1,0,2,0,0,2,0,0,
OG5_146746,0,1,0,0,2,0,1,0,0,
OG5_179276,0,7,0,0,0,0,0,0,0,
OG5_159883,0,4,0,0,1,3,2,0,0,
OG5_139817,0,2,18,1,0,17,56,0,0,
OG5_145056,0,40,0,0,1,0,4,0,0,
OG5_143354,0,1,0,0,0,0,0,0,0,
OG5_142659,0,47,0,0,0,0,0,0,0,
OG5_149707,0,30,0,0,0,0,0,0,0,
OG5_147516,0,39,1,1,2,0,2,0,0,
OG5_171395,0,16,0,0,0,0,0,0,0,
OG5_160692,0,13,0,0,0,0,0,0,0,
OG5_165507,0,1,9,0,0,0,21,0,0,
OG5_141791,0,57,0,0,0,0,0,0,0,
OG5_159700,0,12,0,0,1,0,2,0,13,
OG5_145072,0,22,0,0,0,0,0,0,0,
OG5_170579,0,12,0,0,0,0,0,0,0,
OG5_143267,0,13,0,0,1,0,1,0,0,
OG5_153675,0,19,0,0,0,0,0,0,0,
OG5_171408,0,13,0,0,0,0,0,0,0,
OG5_171369,0,17,0,0,0,0,0,0,0,
OG5_158525,0,5,1,0,0,1,4,0,0,
OG5_171384,0,15,0,0,0,0,0,0,0,
OG5_153676,0,8,0,0,0,0,0,0,0,
OG5_171444,0,3,0,0,0,0,0,0,0,
OG5_160672,0,12,0,0,1,0,0,0,0,
OG5_145173,0,15,0,0,0,0,0,0,0,
OG5_150646,0,14,0,0,0,0,0,0,0,
OG5_163924,0,11,3,0,0,3,15,0,0,
OG5_150651,0,24,0,0,0,0,0,0,0,
OG5_165103,0,13,0,0,1,0,0,0,0,
OG5_177240,0,2,0,0,0,10,0,0,0,
OG5_153680,0,8,0,0,0,0,0,0,0,
OG5_147515,0,26,0,0,0,0,0,0,0,
OG5_170710,0,2,0,0,0,0,0,0,0,
OG5_165113,0,6,0,0,0,0,0,0,0,
OG5_171424,0,1,0,0,0,0,0,0,0,
OG5_174048,0,1,0,0,0,0,0,0,0,
OG5_171412,0,8,0,0,0,0,0,0,0,
OG5_171402,0,4,0,0,0,0,0,0,0,
OG5_164937,0,5,0,0,0,0,0,0,0,
OG5_174047,0,6,0,0,0,0,0,0,0,
OG5_170945,0,2,0,0,0,0,0,0,0,
OG5_140999,0,33,7,0,0,5,20,0,0,
OG5_141876,0,1,0,0,0,0,1,0,0,
OG5_133283,0,1,12,0,9,0,2,0,7,
OG5_160744,0,1,0,0,0,0,0,0,0,
OG5_166276,0,9,0,0,0,0,0,0,0,
OG5_144631,0,1,0,0,9,0,1,0,0,
OG5_161625,0,2,0,0,0,0,0,0,0,
OG5_141808,0,1,2,0,0,0,9,0,0,
OG5_175825,0,4,0,0,0,0,0,0,0,
OG5_137745,0,13,0,0,5,0,1,0,0,
OG5_163222,0,3,0,0,0,0,0,0,0,
OG5_133970,0,2,0,0,5,0,0,0,0,
OG5_134782,0,7,10,1,2,27,27,0,86,
OG5_135924,0,1,0,0,3,0,0,0,0,
OG5_139573,0,2,22,0,0,32,60,0,0,
OG5_154337,0,7,1,0,0,0,0,0,0,
OG5_144924,0,1,0,0,0,7,1,0,0,
OG5_146126,0,4,1,1,0,0,1,0,0,
OG5_165571,0,1,0,0,0,0,4,0,0,
OG5_150521,0,1,0,0,0,0,0,0,0,
OG5_161019,0,1,0,0,0,0,0,0,0,
OG5_142686,0,8,0,0,0,0,0,0,41,
OG5_169610,0,2,0,1,0,0,0,0,0,
OG5_139338,0,2,1,0,0,31,30,0,0,
OG5_148179,0,1,0,2,0,0,0,0,0,
OG5_146386,0,3,13,0,0,25,21,0,0,
OG5_152961,0,2,0,0,4,0,2,0,0,
OG5_171330,0,1,0,1,1,0,3,0,3,
OG5_147193,0,1,0,0,0,8,1,0,0,
OG5_155972,0,1,15,1,0,22,62,0,25,
OG5_136638,0,1,0,0,0,7,1,0,0,
OG5_147169,0,1,0,0,2,6,0,0,0,
OG5_140611,0,1,0,0,6,1,4,0,0,
OG5_140577,0,1,0,0,2,0,1,0,0,
OG5_161630,0,17,0,0,0,0,0,0,0,
OG5_161637,0,8,0,0,0,0,0,0,0,
OG5_161632,0,11,0,0,0,0,0,0,0,
OG5_166010,0,2,1,0,0,2,2,0,0,
OG5_167618,0,3,0,0,1,0,1,0,0,
OG5_182054,0,1,0,0,0,0,0,0,0,
OG5_166184,0,4,0,0,0,0,0,0,0,
OG5_184499,0,1,2,0,2,0,0,0,0,
OG5_156733,0,9,0,0,0,0,0,0,0,
OG5_161436,0,4,0,0,0,0,0,0,0,
OG5_162775,0,4,0,0,0,0,0,0,0,
OG5_166272,0,5,0,0,1,0,0,0,0,
OG5_167516,0,3,0,0,0,0,0,0,0,
OG5_156771,0,5,0,0,0,4,8,0,0,
OG5_166288,0,5,0,0,0,0,0,0,0,
OG5_161641,0,6,0,0,0,0,0,0,0,
OG5_141698,0,6,0,0,0,0,0,0,0,
OG5_134795,0,1,0,0,3,0,6,0,0,
OG5_139488,0,1,0,0,0,7,1,0,0,
OG5_169308,0,2,0,1,0,0,0,0,0,
OG5_176173,0,1,0,0,3,0,1,0,0,
OG5_141857,0,1,0,2,0,0,0,0,0,
